
Contrast: TPT_Semakau 

       average        sd  ratio       ava       avb cumsum
1531 0.0008469 0.0037020 0.2288 0.0000000 0.0016939 0.9930
1795 0.0008052 0.0022837 0.3526 0.0016103 0.0000000 0.9939
1900 0.0007623 0.0033319 0.2288 0.0000000 0.0015245 0.9948
1210 0.0007494 0.0032758 0.2288 0.0000000 0.0014989 0.9957
1659 0.0006209 0.0020814 0.2983 0.0002282 0.0010569 0.9964
185  0.0005759 0.0014142 0.4072 0.0009908 0.0002071 0.9970
939  0.0005520 0.0024127 0.2288 0.0000000 0.0011040 0.9977
1481 0.0005166 0.0022579 0.2288 0.0000000 0.0010331 0.9982
1118 0.0004029 0.0017611 0.2288 0.0000000 0.0008058 0.9987
53   0.0003507 0.0015329 0.2288 0.0000000 0.0007014 0.9991
1375 0.0003281 0.0014340 0.2288 0.0000000 0.0006561 0.9995
1279 0.0002440 0.0006921 0.3526 0.0004880 0.0000000 0.9998
208  0.0002055 0.0008983 0.2288 0.0000000 0.0004110 1.0000
85   0.0000000 0.0000000    NaN 0.0000000 0.0000000 1.0000

Contrast: Hantu_Sisters 

       average        sd  ratio       ava       avb cumsum
4    0.1680984 0.0941091 1.7862 4.571e-01 0.2610262 0.2441
17   0.0658048 0.0842883 0.7807 1.383e-01 0.0159398 0.3396
8    0.0385633 0.0323740 1.1912 1.638e-02 0.0842216 0.3956
10   0.0311037 0.0367261 0.8469 3.150e-02 0.0556067 0.4408
24   0.0286022 0.0244583 1.1694 4.395e-02 0.0417028 0.4823
31   0.0266683 0.0281430 0.9476 2.280e-02 0.0514842 0.5211
49   0.0215397 0.0448498 0.4803 0.000e+00 0.0430794 0.5523
18   0.0197737 0.0121438 1.6283 3.895e-02 0.0303544 0.5810
46   0.0180287 0.0220470 0.8177 3.538e-02 0.0033978 0.6072
38   0.0155144 0.0102076 1.5199 3.597e-02 0.0094167 0.6297
19   0.0147571 0.0227205 0.6495 1.229e-02 0.0282352 0.6512
9    0.0144316 0.0133591 1.0803 1.292e-02 0.0329520 0.6721
202  0.0130442 0.0188153 0.6933 1.580e-02 0.0153193 0.6911
229  0.0107073 0.0173960 0.6155 0.000e+00 0.0214146 0.7066
11   0.0099674 0.0140436 0.7097 6.455e-03 0.0186114 0.7211
35   0.0099560 0.0138624 0.7182 1.304e-02 0.0108548 0.7356
15   0.0094845 0.0105452 0.8994 2.442e-03 0.0199460 0.7493
30   0.0088550 0.0093160 0.9505 1.205e-02 0.0098713 0.7622
29   0.0078684 0.0127064 0.6192 5.045e-03 0.0142867 0.7736
42   0.0074838 0.0250259 0.2990 8.043e-04 0.0145655 0.7845
26   0.0073693 0.0122133 0.6034 2.693e-03 0.0136498 0.7952
21   0.0066218 0.0129984 0.5094 1.367e-03 0.0126758 0.8048
224  0.0063092 0.0177961 0.3545 4.088e-03 0.0093477 0.8140
14   0.0060858 0.0082377 0.7388 4.483e-03 0.0101150 0.8228
27   0.0059310 0.0105771 0.5607 0.000e+00 0.0118620 0.8314
1773 0.0058391 0.0136755 0.4270 2.564e-03 0.0101401 0.8399
1484 0.0057708 0.0109645 0.5263 5.387e-03 0.0084500 0.8483
1958 0.0057080 0.0080125 0.7124 1.142e-02 0.0000000 0.8565
1789 0.0054565 0.0190895 0.2858 0.000e+00 0.0109130 0.8645
1404 0.0053352 0.0061125 0.8728 1.042e-02 0.0012678 0.8722
41   0.0048699 0.0074758 0.6514 3.390e-03 0.0077056 0.8793
1943 0.0048163 0.0060167 0.8005 9.633e-03 0.0000000 0.8863
58   0.0042966 0.0056477 0.7608 3.566e-03 0.0071277 0.8925
1118 0.0037200 0.0162968 0.2283 0.000e+00 0.0074400 0.8979
1184 0.0034744 0.0074271 0.4678 2.687e-03 0.0047995 0.9030
63   0.0034327 0.0068675 0.4999 2.514e-03 0.0053303 0.9080
45   0.0031152 0.0095988 0.3245 0.000e+00 0.0062305 0.9125
62   0.0028183 0.0071905 0.3919 0.000e+00 0.0056365 0.9166
78   0.0027785 0.0066233 0.4195 2.825e-03 0.0030143 0.9206
1644 0.0027694 0.0048526 0.5707 3.051e-03 0.0030979 0.9246
43   0.0025980 0.0050049 0.5191 3.093e-03 0.0024120 0.9284
1519 0.0025585 0.0066906 0.3824 0.000e+00 0.0051169 0.9321
36   0.0025345 0.0060104 0.4217 0.000e+00 0.0050689 0.9358
85   0.0022622 0.0038625 0.5857 2.880e-03 0.0022208 0.9391
51   0.0022621 0.0050877 0.4446 2.295e-03 0.0024587 0.9424
1132 0.0022309 0.0069364 0.3216 0.000e+00 0.0044617 0.9456
57   0.0022010 0.0046111 0.4773 7.764e-04 0.0039361 0.9488
32   0.0021807 0.0037316 0.5844 1.169e-03 0.0036597 0.9520
416  0.0021660 0.0074287 0.2916 0.000e+00 0.0043320 0.9551
939  0.0021572 0.0048149 0.4480 1.206e-03 0.0034126 0.9582
92   0.0019526 0.0054330 0.3594 4.190e-04 0.0035699 0.9611
87   0.0017608 0.0037704 0.4670 3.336e-04 0.0033215 0.9636
1890 0.0017089 0.0031304 0.5459 3.004e-03 0.0006897 0.9661
910  0.0017071 0.0033889 0.5037 1.460e-03 0.0022465 0.9686
1659 0.0015812 0.0043396 0.3644 8.080e-04 0.0025160 0.9709
208  0.0015533 0.0042198 0.3681 0.000e+00 0.0031066 0.9731
1025 0.0015371 0.0020607 0.7459 2.977e-03 0.0003036 0.9754
448  0.0015364 0.0056797 0.2705 0.000e+00 0.0030727 0.9776
65   0.0015251 0.0026463 0.5763 1.949e-03 0.0013957 0.9798
114  0.0014774 0.0034859 0.4238 1.526e-03 0.0015818 0.9820
1782 0.0014410 0.0028966 0.4975 2.882e-03 0.0000000 0.9841
1531 0.0014071 0.0047059 0.2990 0.000e+00 0.0028143 0.9861
1279 0.0012772 0.0040664 0.3141 0.000e+00 0.0025545 0.9880
185  0.0012365 0.0054168 0.2283 0.000e+00 0.0024730 0.9898
1375 0.0011127 0.0034939 0.3185 0.000e+00 0.0022254 0.9914
878  0.0010867 0.0046262 0.2349 6.162e-05 0.0021180 0.9929
1263 0.0009443 0.0031533 0.2995 0.000e+00 0.0018886 0.9943
1900 0.0009383 0.0018860 0.4975 1.877e-03 0.0000000 0.9957
1795 0.0008187 0.0035864 0.2283 0.000e+00 0.0016373 0.9969
265  0.0004518 0.0014402 0.3137 0.000e+00 0.0009036 0.9975
1962 0.0003980 0.0017437 0.2283 0.000e+00 0.0007960 0.9981
33   0.0002873 0.0012585 0.2283 0.000e+00 0.0005745 0.9985
12   0.0002259 0.0009897 0.2283 0.000e+00 0.0004518 0.9988
1210 0.0002222 0.0009733 0.2283 0.000e+00 0.0004444 0.9992
1481 0.0002067 0.0009055 0.2283 0.000e+00 0.0004134 0.9995
458  0.0001964 0.0008605 0.2283 0.000e+00 0.0003929 0.9998
718  0.0001696 0.0007432 0.2283 0.000e+00 0.0003393 1.0000
53   0.0000000 0.0000000    NaN 0.000e+00 0.0000000 1.0000
858  0.0000000 0.0000000    NaN 0.000e+00 0.0000000 1.0000
1680 0.0000000 0.0000000    NaN 0.000e+00 0.0000000 1.0000
1957 0.0000000 0.0000000    NaN 0.000e+00 0.0000000 1.0000

Contrast: Hantu_Kusu 

       average        sd  ratio       ava       avb cumsum
4    0.2167180 0.0638625 3.3935 4.571e-01 0.0236908 0.2477
17   0.0677343 0.0848381 0.7984 1.383e-01 0.0095272 0.3251
35   0.0468650 0.0685743 0.6834 1.304e-02 0.0926434 0.3787
31   0.0371696 0.0464848 0.7996 2.280e-02 0.0727603 0.4211
24   0.0328963 0.0263100 1.2503 4.395e-02 0.0664682 0.4587
8    0.0326042 0.0410072 0.7951 1.638e-02 0.0661372 0.4960
10   0.0325644 0.0442858 0.7353 3.150e-02 0.0639664 0.5332
9    0.0283526 0.0423550 0.6694 1.292e-02 0.0613306 0.5656
46   0.0225928 0.0314731 0.7178 3.538e-02 0.0133455 0.5914
11   0.0200892 0.0242875 0.8271 6.455e-03 0.0401783 0.6144
18   0.0194759 0.0101947 1.9104 3.895e-02 0.0000000 0.6366
30   0.0183060 0.0378900 0.4831 1.205e-02 0.0281766 0.6576
38   0.0179846 0.0103905 1.7309 3.597e-02 0.0000000 0.6781
202  0.0160816 0.0391947 0.4103 1.580e-02 0.0179388 0.6965
41   0.0152498 0.0445381 0.3424 3.390e-03 0.0282723 0.7139
49   0.0148544 0.0415568 0.3574 0.000e+00 0.0297089 0.7309
1184 0.0145844 0.0303442 0.4806 2.687e-03 0.0280274 0.7476
19   0.0139000 0.0156922 0.8858 1.229e-02 0.0258872 0.7635
448  0.0138789 0.0269964 0.5141 0.000e+00 0.0277577 0.7793
229  0.0109901 0.0180453 0.6090 0.000e+00 0.0219802 0.7919
1644 0.0109497 0.0203753 0.5374 3.051e-03 0.0203737 0.8044
1680 0.0091598 0.0158624 0.5775 0.000e+00 0.0183195 0.8149
15   0.0086379 0.0122866 0.7030 2.442e-03 0.0171623 0.8247
26   0.0081030 0.0142710 0.5678 2.693e-03 0.0145901 0.8340
58   0.0080009 0.0137888 0.5802 3.566e-03 0.0142185 0.8431
1263 0.0079421 0.0132571 0.5991 0.000e+00 0.0158841 0.8522
21   0.0075283 0.0137131 0.5490 1.367e-03 0.0143730 0.8608
36   0.0073894 0.0163965 0.4507 0.000e+00 0.0147788 0.8693
1958 0.0072599 0.0105083 0.6909 1.142e-02 0.0042455 0.8776
57   0.0067607 0.0136968 0.4936 7.764e-04 0.0132359 0.8853
1404 0.0052084 0.0064273 0.8103 1.042e-02 0.0000000 0.8912
1943 0.0048163 0.0060167 0.8005 9.633e-03 0.0000000 0.8967
1890 0.0045938 0.0138771 0.3310 3.004e-03 0.0064840 0.9020
14   0.0042448 0.0055615 0.7632 4.483e-03 0.0057998 0.9068
1484 0.0041656 0.0072191 0.5770 5.387e-03 0.0036157 0.9116
27   0.0041157 0.0058407 0.7047 0.000e+00 0.0082315 0.9163
78   0.0039705 0.0097132 0.4088 2.825e-03 0.0056808 0.9209
51   0.0036279 0.0082580 0.4393 2.295e-03 0.0056493 0.9250
12   0.0036000 0.0122801 0.2932 0.000e+00 0.0072000 0.9291
114  0.0034899 0.0070595 0.4944 1.526e-03 0.0060599 0.9331
224  0.0034674 0.0059827 0.5796 4.088e-03 0.0036640 0.9371
858  0.0033578 0.0147099 0.2283 0.000e+00 0.0067156 0.9409
1782 0.0032170 0.0083021 0.3875 2.882e-03 0.0038402 0.9446
29   0.0030361 0.0032398 0.9371 5.045e-03 0.0015314 0.9480
42   0.0030181 0.0054129 0.5576 8.043e-04 0.0056340 0.9515
43   0.0028981 0.0055461 0.5225 3.093e-03 0.0033214 0.9548
63   0.0027988 0.0060695 0.4611 2.514e-03 0.0035861 0.9580
32   0.0027080 0.0055873 0.4847 1.169e-03 0.0047143 0.9611
87   0.0025928 0.0099775 0.2599 3.336e-04 0.0049187 0.9641
1025 0.0025309 0.0050238 0.5038 2.977e-03 0.0023825 0.9670
65   0.0022553 0.0035904 0.6281 1.949e-03 0.0031464 0.9695
718  0.0021721 0.0054662 0.3974 0.000e+00 0.0043442 0.9720
458  0.0020166 0.0088344 0.2283 0.000e+00 0.0040332 0.9743
1957 0.0017464 0.0076509 0.2283 0.000e+00 0.0034929 0.9763
910  0.0017451 0.0036869 0.4733 1.460e-03 0.0023226 0.9783
1962 0.0016789 0.0073550 0.2283 0.000e+00 0.0033578 0.9802
1900 0.0016067 0.0034831 0.4613 1.877e-03 0.0015245 0.9821
85   0.0014398 0.0028941 0.4975 2.880e-03 0.0000000 0.9837
45   0.0013176 0.0038138 0.3455 0.000e+00 0.0026353 0.9852
1773 0.0012818 0.0018072 0.7092 2.564e-03 0.0000000 0.9867
62   0.0011597 0.0037065 0.3129 0.000e+00 0.0023193 0.9880
33   0.0011500 0.0050378 0.2283 0.000e+00 0.0022999 0.9893
939  0.0010949 0.0024717 0.4430 1.206e-03 0.0011040 0.9906
1132 0.0010453 0.0033283 0.3141 0.000e+00 0.0020906 0.9918
92   0.0009244 0.0022017 0.4199 4.190e-04 0.0015137 0.9928
1659 0.0008736 0.0020897 0.4181 8.080e-04 0.0010569 0.9938
1531 0.0008469 0.0037103 0.2283 0.000e+00 0.0016939 0.9948
1789 0.0007551 0.0033080 0.2283 0.000e+00 0.0015102 0.9957
1210 0.0007494 0.0032831 0.2283 0.000e+00 0.0014989 0.9965
878  0.0005403 0.0022327 0.2420 6.162e-05 0.0010251 0.9971
1481 0.0005166 0.0022630 0.2283 0.000e+00 0.0010331 0.9977
1118 0.0004029 0.0017651 0.2283 0.000e+00 0.0008058 0.9982
53   0.0003507 0.0015363 0.2283 0.000e+00 0.0007014 0.9986
416  0.0003314 0.0014519 0.2283 0.000e+00 0.0006629 0.9990
1375 0.0003281 0.0014372 0.2283 0.000e+00 0.0006561 0.9993
1519 0.0002729 0.0008983 0.3038 0.000e+00 0.0005458 0.9996
208  0.0002055 0.0009003 0.2283 0.000e+00 0.0004110 0.9999
185  0.0001035 0.0004536 0.2283 0.000e+00 0.0002071 1.0000
265  0.0000000 0.0000000    NaN 0.000e+00 0.0000000 1.0000
1279 0.0000000 0.0000000    NaN 0.000e+00 0.0000000 1.0000
1795 0.0000000 0.0000000    NaN 0.000e+00 0.0000000 1.0000

Contrast: Sisters_Kusu 

       average       sd  ratio       ava       avb cumsum
4    0.1288088 0.145918 0.8827 0.2610262 0.0236908 0.1575
35   0.0464437 0.068868 0.6744 0.0108548 0.0926434 0.2142
8    0.0436272 0.036789 1.1859 0.0842216 0.0661372 0.2676
31   0.0434062 0.044531 0.9747 0.0514842 0.0727603 0.3206
10   0.0387057 0.049702 0.7788 0.0556067 0.0639664 0.3679
24   0.0379900 0.035801 1.0612 0.0417028 0.0664682 0.4144
49   0.0315625 0.052502 0.6012 0.0430794 0.0297089 0.4529
9    0.0307743 0.038811 0.7929 0.0329520 0.0613306 0.4906
11   0.0219280 0.023791 0.9217 0.0186114 0.0401783 0.5174
19   0.0199479 0.024615 0.8104 0.0282352 0.0258872 0.5417
30   0.0176422 0.039554 0.4460 0.0098713 0.0281766 0.5633
41   0.0168245 0.043823 0.3839 0.0077056 0.0282723 0.5839
202  0.0158631 0.039412 0.4025 0.0153193 0.0179388 0.6033
1184 0.0152496 0.030323 0.5029 0.0047995 0.0280274 0.6219
229  0.0152292 0.019776 0.7701 0.0214146 0.0219802 0.6405
18   0.0151772 0.020412 0.7435 0.0303544 0.0000000 0.6591
448  0.0144742 0.026420 0.5478 0.0030727 0.0277577 0.6768
15   0.0120967 0.012032 1.0054 0.0199460 0.0171623 0.6916
26   0.0116423 0.015959 0.7295 0.0136498 0.0145901 0.7058
21   0.0111630 0.015897 0.7022 0.0126758 0.0143730 0.7194
17   0.0110334 0.017691 0.6237 0.0159398 0.0095272 0.7329
1644 0.0110331 0.020547 0.5370 0.0030979 0.0203737 0.7464
42   0.0092256 0.024413 0.3779 0.0145655 0.0056340 0.7577
1680 0.0091598 0.015803 0.5796 0.0000000 0.0183195 0.7689
58   0.0089902 0.013418 0.6700 0.0071277 0.0142185 0.7799
36   0.0089398 0.015690 0.5698 0.0050689 0.0147788 0.7908
1263 0.0082506 0.012851 0.6420 0.0018886 0.0158841 0.8009
46   0.0082018 0.028851 0.2843 0.0033978 0.0133455 0.8109
27   0.0079888 0.009177 0.8705 0.0118620 0.0082315 0.8207
57   0.0076592 0.013350 0.5737 0.0039361 0.0132359 0.8300
29   0.0074963 0.013824 0.5422 0.0142867 0.0015314 0.8392
14   0.0066233 0.009423 0.7029 0.0101150 0.0057998 0.8473
224  0.0062201 0.018183 0.3421 0.0093477 0.0036640 0.8549
1789 0.0060271 0.018928 0.3184 0.0109130 0.0015102 0.8623
1484 0.0056604 0.012992 0.4357 0.0084500 0.0036157 0.8692
1773 0.0050700 0.014218 0.3566 0.0101401 0.0000000 0.8754
38   0.0047083 0.007801 0.6035 0.0094167 0.0000000 0.8811
78   0.0041363 0.011282 0.3666 0.0030143 0.0056808 0.8862
45   0.0040930 0.009609 0.4260 0.0062305 0.0026353 0.8912
1118 0.0040826 0.016156 0.2527 0.0074400 0.0008058 0.8962
63   0.0040589 0.008505 0.4772 0.0053303 0.0035861 0.9011
87   0.0038912 0.010024 0.3882 0.0033215 0.0049187 0.9059
51   0.0038374 0.009623 0.3988 0.0024587 0.0056493 0.9106
12   0.0037807 0.012154 0.3111 0.0004518 0.0072000 0.9152
32   0.0036627 0.006153 0.5953 0.0036597 0.0047143 0.9197
62   0.0036596 0.007368 0.4967 0.0056365 0.0023193 0.9242
114  0.0035962 0.007626 0.4715 0.0015818 0.0060599 0.9286
1890 0.0035523 0.014079 0.2523 0.0006897 0.0064840 0.9329
858  0.0033578 0.014655 0.2291 0.0000000 0.0067156 0.9370
1132 0.0030671 0.007122 0.4306 0.0044617 0.0020906 0.9408
1519 0.0027255 0.006559 0.4156 0.0051169 0.0005458 0.9441
43   0.0027136 0.007460 0.3637 0.0024120 0.0033214 0.9474
416  0.0024311 0.007370 0.3299 0.0043320 0.0006629 0.9504
92   0.0023904 0.005566 0.4295 0.0035699 0.0015137 0.9533
718  0.0022908 0.005382 0.4257 0.0003393 0.0043442 0.9561
458  0.0021934 0.008757 0.2505 0.0003929 0.0040332 0.9588
939  0.0021399 0.005248 0.4078 0.0034126 0.0011040 0.9614
1531 0.0021341 0.005603 0.3809 0.0028143 0.0016939 0.9640
1958 0.0021227 0.009264 0.2291 0.0000000 0.0042455 0.9666
910  0.0021014 0.004672 0.4498 0.0022465 0.0023226 0.9692
65   0.0020983 0.004479 0.4684 0.0013957 0.0031464 0.9717
1962 0.0020371 0.007361 0.2767 0.0007960 0.0033578 0.9742
1782 0.0019201 0.008380 0.2291 0.0000000 0.0038402 0.9766
1957 0.0017464 0.007622 0.2291 0.0000000 0.0034929 0.9787
1659 0.0017032 0.004676 0.3642 0.0025160 0.0010569 0.9808
208  0.0016974 0.004173 0.4068 0.0031066 0.0004110 0.9829
878  0.0015203 0.004934 0.3081 0.0021180 0.0010251 0.9847
33   0.0014085 0.005051 0.2788 0.0005745 0.0022999 0.9864
1375 0.0013752 0.003590 0.3831 0.0022254 0.0006561 0.9881
185  0.0013297 0.005370 0.2476 0.0024730 0.0002071 0.9898
1025 0.0013278 0.005175 0.2566 0.0003036 0.0023825 0.9914
1279 0.0012772 0.004051 0.3153 0.0025545 0.0000000 0.9929
85   0.0011104 0.003393 0.3272 0.0022208 0.0000000 0.9943
1210 0.0009494 0.003319 0.2861 0.0004444 0.0014989 0.9955
1795 0.0008187 0.003573 0.2291 0.0016373 0.0000000 0.9965
1900 0.0007623 0.003327 0.2291 0.0000000 0.0015245 0.9974
1481 0.0007026 0.002345 0.2996 0.0004134 0.0010331 0.9982
1404 0.0006339 0.001907 0.3323 0.0012678 0.0000000 0.9990
265  0.0004518 0.001435 0.3149 0.0009036 0.0000000 0.9996
53   0.0003507 0.001531 0.2291 0.0000000 0.0007014 1.0000
1943 0.0000000 0.000000    NaN 0.0000000 0.0000000 1.0000
Permutation: free
Number of permutations: 0
